Poster,Content,Thread,Gender,Location,Political_leaning
Conservative,"EarlzP saidI don't wan to reply for shiek but what Presiden Obama has accomplished is a miracle considering that 279 plus republicans are lockstepping to the tune of one republican lobbyist ""grover norquist"" who secured thier allegiance by having them sign a petiton to never raise taxes, When presiden bush signed away his right to raise taxes he had to borrow money from the chinese to finance his two wars, now we not only have to pay that money back buit we have to pay it back with inerest. Any elected represenative who signed that pledge should be removed from office, grover norquist had one vote and some how he now exercises power over 279 republicanClick to expand...Earl, this is a sickness, when did those Republicians sign that pledge? what did Obama do from January 2009-January 2011? Your total ignorance of the facts is staggering. You think a pledge if binding? What ignorance!!",5,Male,"Houston, TX",Conservative
Conservative,"Catawba saidObama Wins in 2012. This is Reality. Now, Let's Move On""I have my own system for knowing, with complete certainy, the outcome of the 2012 election. I am a professional when it comes to following the money [of ""top people""] in order to foretell the future. And the big money is with Presiden Obama for 2012. I'm talkin' about BIG money, here. So, it is with some inerest that I have been following this storyAllan Lichtman, the man with the prediction, is not a ""pundit,"" however. He is a celebrated professor of history and an expert on the US Presidency at the American University in Washington. He is also the author of the well-known The Thirteen Keys to the Presidency, a book that was published in the early 1980s. In this book,  Lichtman outlines 13 true or false ""keys"" that determine which candidate will win any given presidenial electionIn the past seven presidenial elections, since 1984, Lichtman has publicly anounced -- a year or so in advance -- the winer of each upcoming electionHe has never been wrong.On Monday, he anounced to the world that Presiden Obama will win the 2012 election -- in a near landslide, no less.I like mathematical models. I trust them as a predictive technology, and this is exactly what Lichtman created in 1981. Working with Vladimir Keilis-Borok, an expert in mathematical models for predicting earthquakes, he analyzed the political componens of every Presidenial election dating back to 1860. From this data emerged 13 ""Keys"" or profound historical factors that if ""true,"" will accurately determine the outcome of any Presidenial election -- past or future. But if six or more of the 13 keys turn against an incumben presiden (or the candidate whose party conrols the White House) the challenger will winBased on his Key system, Lichtman proclaimed that Presiden Obama has enough historical factors or ""Keys"" in his favor that even a dreaded double-dip recession wouldn't be enough to put a Republican in the White House.Click to expand...That just goes to show that results don't mater to Obama supporters who buy the rhetoric and ignore the record. You fit in quite well. Why would anyone vote for four more years of Obama results?",5,Male,"Houston, TX",Conservative
Catawba,"Conservative saidThat just goes to show that results don't mater to Obama supporters who buy the rhetoric and ignore the record. You fit in quite well. Why would anyone vote for four more years of Obama results?Click to expand...Because people prefer going up to coming down.  Thanks for your opinion, but I'll go with the guy who hasn't been wrong in his predictions since he started in 1984 over someone who is wrong in every single post on this forum.",5,Male,,Liberal
Misterveritis,"StillBallin75 saidBecause anyone is capable of organizing their community, while it takes a dynamite candidate to leave your wife for another woman while she's got cancer, amirite?Click to expand...Who cares? This may be the last election before the end of the nation. BJ Clinon had sex with an inern and he got re-elected.Newt was Speaker of the House. He knows the politics of the place. I think he would be a good choice for Presiden",5,Male,"Hunsville, AL",Conservative
Conservative,"Catawba saidBecause people prefer going up to coming down.  Thanks for your opinion, but I'll go with the guy who hasn't been wrong in his predictions since he started in 1984 over someone who is wrong in every single post on this forum.Click to expand...Predictions from someone like this capitalizes on the ignorance of far too many who still are awe struck and ignore the Obama record. Only the truly ignoran can vote for someone who with total conrol of Congress has a net job loss, 25 million plus unemployed and under employed Americans, a rising misery index and added 4.4 trillion to the debt. I hope you are smarter than that but maybe not",5,Male,"Houston, TX",Conservative
Misterveritis,"haymarket saidActually he did very well in the 2008 debates without one.As to Newt - he has a very strong personality. How he comes across depends on if the wans to be a major prick that day or be a nice guy.  I suspect if he did debate Obama, the prick side would be on display for the nation to see.  Yup - he is smart. And yup - he is a good thinker on his feet.  But he can be one elitist condescending SOB when he tries to show everyone what a genius he is and how much conempt he has for those who have not drunk the kool-aid with him.  That sort of thing does not play well with the middle you need to win an election especially when Obama comes off as a decen and nice guy.Click to expand...I tend to agree with much of what you say. This is going to be a tough fight. On the one hand we have a siting presiden, who despite my beliefs about him, is a Chicago thug and community organizer. He will be a brutal street fighter. His record of achievemens is lackluster. But for people who receive more from the federal governmen than they pay he is their guy. And that accouns for almost half of the voting nation. I believe that half do not cared, or they do not believe the nation is on the brink of dissolution. As long as governmen money keeps rolling in why would they upset their good deal?On the other hand there are about half of us who pay the way for the rest. Many of us see the end of the nation as we know it if the curren presiden is re-elected. Newt looks prety good compared to Obama-lite, I mean M. Romney, as well as to the Marxist himself. I think it is too soon to tell how this will turn out. I say we go for the real solution. If we fail, then we will have failed trying to make a difference.After the election, if we fail to replace the curren presiden we can discuss what comes next after the nation dissolves.",5,Male,"Hunsville, AL",Conservative
Misterveritis,"poweRob saidOr now how he says he didn't lobby for fanie and freddie... but he did and now he's lying by saying it wasn't lobbying but being a ""historian."" Too funClick to expand...I read the article. It claims that Newt lobbied for Fanie and Freddie. But it offered no proof. With as many tracks as lobbyists must, by law, leave, we should have a great deal of evidence with names and places where he lobbied. Maybe we should wait a few days for some evidence.",5,Male,"Hunsville, AL",Conservative
rocket88,"Misterveritis saidWho cares? This may be the last election before the end of the nation. BJ Clinon had sex with an inern and he got re-elected.Newt was Speaker of the House. He knows the politics of the place. I think he would be a good choice for PresidenClick to expand...Well, if you believe the Mayas it's the last election before the end of the world.  Given that, I say make it coun -- vote for Dee Snider.  He looks presidenial to me...",5,Male,A very blue stat,Independen
Misterveritis,Camlon saidAnd what if there is a third party ticketClick to expand...It depends. If it is someone on the left then the Republican will win. If it is an alternative to the Republican then the curren presiden will win,5,Male,"Hunsville, AL",Conservative
friday,"lpast saidPresiden Obama has opened a wider gap over Republican presidenial  hopeful Newt Gingrich, even as the former House Speaker seems to be  enjoying a bounce in support nationally among Republican primary voters.Election 2012: Obama 50%, Gingrich 38% - Rasmussen Reportxe2x84xa2  Admitedly that gap can close fast...Click to expand...The biggest mistake Republicans made in 2008 was paying atenion to the ""who can beat the Democrat"" polls this early.  That is one of the main reasons we ended up with McCain.  This poll is bull****.  The fact that Obama is still considered a viable candidate after how completely incompeten his administration has been is proof that this poll is bull****.  Obama's single success in his enire Presidency was using inel gained from waterboarding to kill Osama Bin Laden",5,Male,Florida,Very Conservative
Catawba,"A question for the Libertarians in the crowd - When do these candidates who have registered as Libertarians, primary?""Roger GaryR.J. HarrisJames OgleCarl PersonBill StillLee WrightLibertarian presidenial candidates | Libertarian Part",5,Male,,Liberal
pbrauer,"Catawba saidObama Wins in 2012. This is Reality. Now, Let's Move On""I have my own system for knowing, with complete certainy, the outcome of the 2012 election. I am a professional when it comes to following the money [of ""top people""] in order to foretell the future. And the big money is with Presiden Obama for 2012. I'm talkin' about BIG money, here. So, it is with some inerest that I have been following this storyAllan Lichtman, the man with the prediction, is not a ""pundit,"" however. He is a celebrated professor of history and an expert on the US Presidency at the American University in Washington. He is also the author of the well-known The Thirteen Keys to the Presidency, a book that was published in the early 1980s. In this book,  Lichtman outlines 13 true or false ""keys"" that determine which candidate will win any given presidenial electionIn the past seven presidenial elections, since 1984, Lichtman has publicly anounced -- a year or so in advance -- the winer of each upcoming electionHe has never been wrong.On Monday, he anounced to the world that Presiden Obama will win the 2012 election -- in a near landslide, no less.I like mathematical models. I trust them as a predictive technology, and this is exactly what Lichtman created in 1981. Working with Vladimir Keilis-Borok, an expert in mathematical models for predicting earthquakes, he analyzed the political componens of every Presidenial election dating back to 1860. From this data emerged 13 ""Keys"" or profound historical factors that if ""true,"" will accurately determine the outcome of any Presidenial election -- past or future. But if six or more of the 13 keys turn against an incumben presiden (or the candidate whose party conrols the White House) the challenger will winBased on his Key system, Lichtman proclaimed that Presiden Obama has enough historical factors or ""Keys"" in his favor that even a dreaded double-dip recession wouldn't be enough to put a Republican in the White House.Click to expand...Considering the fact he'll probably be runing against Willard, I'd say he's spot on. Willard is a chameleon that changes color depending on his environmen",5,Male,Oregon,Liberal
Conservative,"pbrauer saidConsidering the fact he'll probably be runing against Willard, I'd say he's spot on. Willard is a chameleon that changes color depending on his environmenClick to expand...Obama's record will be on the ballot in 2012 and when the American people are asked if they are beter off today than when he took office the answer based upon the misery index will be no. No Presiden in U.S. History has ever won re-election with the record that Obama has generated. Only true ideologues and idiots will vote for Obama in 2012. The silen majority voted in 2010 and again in Nov. 2010 and November 2011 where Republicans won overwhelmingly in Congress and state legislatures",5,Male,"Houston, TX",Conservative
pbrauer,"Conservative saidObama's record will be on the ballot in 2012 and when the American people are asked if they are beter off today than when he took office the answer based upon the misery index will be no. No Presiden in U.S. History has ever won re-election with the record that Obama has generated. Only true ideologues and idiots will vote for Obama in 2012. The silen majority voted in 2010 and again in Nov. 2010 and November 2011 where Republicans won overwhelmingly in Congress and state legislaturesClick to expand...So what are you bitching about, Conservative? You've got it all figured out, right????",5,Male,Oregon,Liberal
mac,Muddy Creek saidIt's not about a military response.  It's about the FOX news expert telling the FOX lies must stop.Click to expand...How is that? Fox news didn't say anything against the military.,6,Male,DC Metro,Moderat
head of joaquin,"j-mac saidIn a House hearing Charlene Lamb a person that knows far more than you about the financial considerations of security at embassies around the world said to a direct question about whether or not money or budget was a consideration as to why this ambassador was denied the security he requested, and she responded ""No, budget was not a concern""....So your litle meme about budget cuting, is frankly sir, a lie.Click to expand...So now you trust the state departmenWhich is it?  Do you trust them or not?  You got to get your memes straight so I know which one to rebut and make fun of",6,Male,,Progressive
head of joaquin,"j-mac saidNothing feigned about it Adam. I am dismayed that not only you, but other liberal, and progressive posters here seem to care so litle for the death of those 4 that they use the callous argumen that you forward here. Can you imagine being in that fight, thinking that help was surely on the way, only to have those here in DC turn their backs on you? But no problem with that eh?Gota go to work, this is sad, real sad.Click to expand...Honestly nobody believes you and the rightwing noise machine give a hoot about embassy officials; Bush's misrule resulted in the death of 10,000 US troops without a peep from the machine.  So your hypocrisy is noted and laughed atMeanime which party cut the embassy security budget -- come on, you can say it, I know you can",6,Male,,Progressive
zimmer,head of joaquin saidSo now you trust the state departmenWhich is it?  Do you trust them or not?  You got to get your memes straight so I know which one to rebut and make fun ofClick to expand...The inel services provide the info.You obviously canot trust the Frau Clinon as facts have recenly provenWas she runing State in 1998?No.She was relegated to baking cookies after farking up the midterms in 1994.You really should sharpen up your skills or my next avatar will be of your pathetic tiger with a dunce cap.,6,,Worldwide,Conservative
PW4000,"MaggieD saidThe poin, the only poin, is that we were told the reason for the atacks was a YouTube video. That was not true.Click to expand...That's just flat out incorrect.  The logic you use for determining what the ""poin"" is and what derivative conclusion should be drawn from the ""only poin"" that maters, is more than just flawed.  How can the ""poin"" possibly be the Effect of Cause?If the Causation is irreversible and unknown in real-time by definition, then Effect is the only thing that can be used to retrace Causality.  It seems to me that an emotional response to that which should be resolved using reason, logic, investigation and deduction, is favored by those who wish to promote theory instead of factCause always precedes Effect.  There can be no Effect, without a First Cause.  And, there will never be any Causation with a resultan Net Effect.  This is how you can always detect the level and degree of B.S. that some people atempt to send your way, when they try to pass-off poor reasoning as a method for determining factHere are the actual facts that materA) The Arab Spring in Libya pre-dated the atack on our Embassy in Benghazi.B) A video was posted on YouTube which was deemed highly inappropriate by many Arab Muslims around the world.C) An already heated Arab Spring throughout parts of North and East Africa, received additional fuel as a direct result of the YouTube video posting.D) Mob Rule became the rule in Libya, creating a confluence of protesting inerests which created fertile ground open demonstrations of ani-west protests inclusively.E) A new, loosely formed Libyan militan group known as Ansar al-Sharia, allegedly used the already highly charged environmen of the Arab Spring, as a platform for launching an atack on the U.S. Embassy in Benghazi, Libya.F) The Embassy atacked used a range of light to medium armamen including RPGs and various kinds of assault and incendiary weapons.G) Four (4) human beings lost their lives in the atacks.H) Karim Ahmed Essam El-Azizi, allegedly involved in the assault on the U.S. Embassy, was allegedly killed in Cairo, Egypt, during an Egyptian Security Forces raid, by the detonation of his own bomb.I) Ali Harzi, another alleged suspect involved in the U.S. Embassy atacks, was arrested in Tunisia by authorities.J) U.S. Ambassador to the United Nations, Susan Rice, expressly stated what the Administration knew and when they knew it - including the fact that ""at that time"" they did not have information that the atacks had been a part of a long-ranging plan.  Based on what they knew at the time, the assessmen was as clear as it could get:  Arab Spring multiplied by Ani-Islamic Video equals hyper-tense situation on the ground, was the algorithm that made the most sense at that time.  This is clearly what Susan, was trying to get the American People to understand at that time.A 13+ minute trailer of the the Ani-Islamic video was cut and dropped ono YouTube back in July, 2012: YouTube Chanel for Sam Bacile.  Back then, nobody seemed to care about the video.  There were no uprisings having been atributed to the video itself.What your extremely oversimplified explanation of what ""maters,"" fails to understand that it was in fact a concerted effort on the part of the Egyptian Media initially, that brought about wide ranging atenion to the movie trailer that was produced in the United States, by an Isreali-American who holds some genuinely Ani-Islamic views and who took $5 million dollars from several other ""Jewish donors"" for the production of the film that was inended to strike a blow at Muslims and the Islamic faith.  That's called CausationYour simplistic, unrealistic and highly inaccurate statemens about what the Administration actually said about the atacks themselves, also misses the fact that it was an Egyptian, by the name of Morris Sadek, who runs an Arabic language blog that coninually takes literary shots at the Islamic faith in prose and who has ties to the Ani-Islamic extremist Pastor Terry Jones of Florida, who engaged in the public burning of the Koran, which evenually lead to the atack on a United Nations compound the Afghan city of Mazar-i-Sharif, which in turn resulted in the outright killing of 12 people.  That is called CausationClearly, the mixture of both the Arab Spring and these coninual outbursts that come from extremists on the Right in America, who seem to have nothing beter to do with their time, other than produce perpetual Ani-Islamic faith material, that then gets picked-up by Middle Eastern and/or North African Media, who use it to further inflame an already heated condition on the ground throughout the Arab/Muslim world, are the pretextual causations that end up leading to more burning in effigy and unfortunately, more atacks on U.S. soil in foreign counries.So, to sit here and claim that somehow the ""video had nothing to do with it,"" is a clear demonstration of the lack of understanding about what motivates some sects in the Middle East, towards rocketing violence and Ani-West demonstrations of both fear and hate.  What this Administration has told you, is based on what they knew at the time.  If you had taken the time to study mater beyond what Focks Newz tells you, and if you had done just a litle homework outside of the Fauks Nuewz Spin Zone, then you too would be up to speed on why it was so difficult to know exactly what happened in Benghazi, in real-time and why even the CIA reports coming ino the White House, were bordering on the incoheren during the initial stages and immediately after the atacks.When you have that kind of conflicting information coming in at one time and from multiple sources, you can only report to the American People what you believe to be the truth at the time you know the truth.  When/if that information changes, then your report to the American Public will change with it.  That is truly maters.Source: New York Times: History of the Ani-Islamic VideoSource: New York Times: Underlying factors for Ani-West demonstrations in Middle East and North Africa.Just a litle homework would have saved your bacon on this one, MaggieD.",6,,,Cenrist
PW4000,"MaggieD saidEdit: Since then, it looks even worse for the Administration since it is quite clear that the consulate asked for more security on at least two occasions and was denied same. Result: dead people.Click to expand...Can you provide a ""source"" for your claim?More simplistic Monday morning quarterbacking on an Inernet forum.  Why am I not surprised.  Republicans are doing nothing more than politicizing an even that would have happened regardless of who was in the White House, just before the most importan Presidenial election in the United States, over the next 12 years at leastI might behoove you to take some time to study the United States Diplomatic Security Service mandate and responsibility as an Agen of the Executive Branch of governmen.  You might find that area study rather ineresting.  Apparenly, the so-called ""journalists"" over at Fooks Nuze, and their supporting Producers, don't seem to have ever heard of U.S. DSS.  DSS, is responsible for managing MSD (Mobile Security Deploymen), which has role of training DSS Special Agens for assignmens that include but are not limited to, the security of U.S. facilities such Embassies and Consulates around the world.If you had taken the time to actually obtain and read the unclassified action memos from Jeffrey Feltman, regarding the future operations in Benghazi, relative to the embassy, then you would already know that it was Mr. Feltman, who requested that Departmen of State mainain the Benghazi Embassy footprin, of 35 people - including those atached to security of the compound.  You would also know by now that Mr. Feltman's request was approved, and not denied.  However, with the changes in the Libyan governmen, the Benghazi site had been shrunk on a personel basis back in late 2011.  So, it did not have a footprin of 35 people at the time of the atacks.In one of the declassified documens, Mr. Feltman, reports that given the curren conditions in Benghazi, there were two DSS SAs at the compound with three (3) additional security slots remaining unfilled.The really dishonest piece in all of this, is not just what Republicans in Congress, who held a Kangaroo Court session disguised as a real hearing of the security facts related to Benghazi, are pretending to do - but the outright lies being told by Fox News and blindly regurgitated by Inernet Trolls supporting the Romney campaign for Presiden.  What is this fact you say?  The fact is that the 35 person footprin that Mr. Feltman, requested back in late 2011, had never been established.  That 35 person footprin at that Embassy in Benghazi, which established the requiremen for a total of FIVE (5) DSS Special Agens to handle compound security, was no longer required.Congressman Darrell Issa, who has been out to slam the Obama Administration ever since Obama became the 44th Presiden of the United States, has decided to cherry pick information coming out of the Kangaroo Investigation that he heads-up in Congress, to the exclusion of the facts related to the timing of both the shrinking of the U.S. Embassy in Benghazi, and the requests to increase the MSD provided DSS to five (5) Special Agens.  Which by definition, proves Darrell Issa, has no business conducting such investigations, because he is completely biased and ideologically compromised to the poin of basically withholding information that couners his claim that the Administration somehow weakened the Benghazi security and thus caused four (4) people to get killed as a result.  Darrell Issa, should recuse himself from this investigationBecause, the Benghazi Embassy, had been SHRUNK DOWN to ONLY FIVE (5) people, the corresponding security footprin had ALSO shrunk proportionately.  This is WHY there were only two (2) DSS SAs handling security at the time of the atacks.Source: U.S. Departmen of State Unclassified Action Memo from NEA Jeffrey Feltman: ""Future Operations in Benghazi, Libya.Just a litle homework would have helped to save your bacon on this one too, MaggieD.",6,,,Cenrist
PW4000,"MaggieD saidThe only reports the Administration had were that the atacks were planed and organized.Click to expand...That's clearly false as explained here: What the White House Knew and What It Reported Immediately After the Atacks in Benghazi.The reports the Administration had were many and varied, to include the possibility that atacks were possibly planed and/or organized.  You are grossly misrepresening the facts and then calling them facts without strainMaggieD saidhe fact that the consulate had requested more protection at least twice in the preceding year and was denied. Requests denied. People died. That is not irrelevanClick to expand...That's false as this post clearly explains: Why DSS SA in Benghazi was two (2) and not five (5) personel.Once again, you don't seem to be in command of the facts regarding security at Benghazi.  You do seem (however) very well versed in what Faux Newz tells you.  Why not read the official documens that are out there on the subject of WHY security was the way it was at the time of the atacks, and turn off the television",6,,,Cenrist
LowDown,"head of joaquin saidHonestly nobody believes you and the rightwing noise machine give a hoot about embassy officials; Bush's misrule resulted in the death of 10,000 US troops without a peep from the machine.  So your hypocrisy is noted and laughed atMeanime which party cut the embassy security budget -- come on, you can say it, I know you canClick to expand...The left wingers have made a lot of effort trying to hack this thread.  I'll make an effort to get it back on track.Let's stick to recen evens, shall we?  We can consider the facts while there is still time for them to do some good; that is to say, remove our sorry, sorry Presiden from office.The State Departmen left the embassy with inadequate security.  There is evidence that they were runing inelligence operations out of that station that made them targets.The State Departmen denied three requests for more security from the Benghazi station.  They spen funds instead on Chevy Volts for other stations.When the atack started the State Departmen refused to send anyone in to help; they just let those people die.  They had gun ships standing by that could have gone inThey then made up the fiction of the YouTube video to hide the fact that this was an Al Qaeda atack and they dearly waned to be able to sell the idea that Al Qaeda was finished for election purposes.They stuck to that fiction for 2 weeks, well after they knew that the truth was otherwise.Correction: It seems the order to the military to stand down and do nothing to help the Benghazi station came directly from the Presiden who was watching the whole thing develop in real time.Benghazi: CIA operators made three separate requests for help, were turned down | The Daily Caller",6,Male,Houston,Libertarian
PW4000,"j-mac saidThis whole thing is such a shame really....For the first time in this counry's history, and American Presiden left other Americans to die in a foreign land without even atempting to help them....He turned his back on fellow Americans, and has the gaul to go out on the trail and speak of trustClick to expand...I could claim that I saw Sana Claus last night and I could even be very emphatic about it.  I could tell you of how I witessed him flying through the air with eight (8) tiny reindeer pulling his sleigh effortlessly through the brightly moonlit night sky.  But, would my merely stating such as thing make it true?  Would I not need to provide at least one some picture, or a iPhone video of the even as it unfolded.  Would I not be required to provide the forum with some kind of authenicated evidence to support my claim?  How much ""trust"" would I garner in my claim, if I merely told you about my visual encouner with Sana and his reindeer?j-mac saidThis is about the liar Obama....Stick to the subject...How many Ambassadors died in the past 30 years, and who was PresidenClick to expand...American saidDid they blame the atacks on a video?Click to expand...That's called nonsequitur reply.  Can you actually stick to the OP and provide some rational and thoughtful rebutal in reply?You've claimed that the Presiden lied.  Can you quote the lie he told and provide a link to the source?  Asking how many Ambassadors died in the past 30 years and who was Presiden, is a bit like asking how many Yankee Fans got hit in the head with a baseball during the 1967 seasonj-mac saidThat you constanly come in here and bait, with laughable sourcing such as Media Maters, and call those that are having rational discussions ""racist"".... Yeah, I won't take your bait any longer, go troll somewhere else.Click to expand...How about the sources that I posted?  Do you have have a problem with actual State Departmen Unclassified documenation, New York Times copy and copies of the YouTube video showing the Ani-Islamic video trailer?  Those are either source documens, or the closest thing you are going to get to source informationI don't see you actually rebuting any of that",6,,,Cenrist
MaggieD,"PW4000 saidJust a litle homework would have saved your bacon on this one, MaggieD.Click to expand...PW4000 saidJust a litle homework would have helped to save your bacon on this one too, MaggieD.Click to expand...PW4000 saidYou do seem (however) very well versed in what Faux Newz tells you.  Why not read the official documens that are out there on the subject of WHY security was the way it was at the time of the atacks, and turn off the televisionClick to expand...The story from the Administration was that the atack was a sponaneous reaction to the YouTube video. By your own posts, it is clear this isn't the case. But the only reason this maters to me at ALL is because of Debate #2, where the presen said, in effect, ""He always SAID it was a terrorist atack."" That is simply not true; and I've posted a timeline of statemens FROM the White House several times on DP already, so I'm not inclined to go back and do it all againAs to there being two requests for additional security at the consulate, I think the only one disputing that is YOU, since it very clearly appears in Congressional testimonWashington (CNN) -- The State Departmen's former poin man on security in Libya told a congressional hearing Wednesday that his superiors worked against him as he tried to get more help for the U.S. diplomatic mission in Benghazi in the monhs before it was overrun in a deadly terror atack.Eric Nordstrom, the one-time regional security officer, told the House Oversight Commitee that he had a disheartening conversation with the regional director of the agency's Bureau of Near Eastern Affairs when he requested additional manpower for the facility. ""I said,'Jim, you know what makes it most frustrating about this assignmen? It's not the hardships. It's not the gunfire. It's not the threats. It's dealing and fighting against the people, programs, and personel who are supposed to be supporting me,"" Nordstrom said.He also told the State Departmen officer,'For me, the Taliban is on the inside of the building.Click to expand...U.S. official says superiors worked against effort to boost Benghazi security - CNN.comI do not watch Fox News.The bacon that needs saving is yours.",6,Female,Chicago Area,Moderat
PW4000,"LowDown saidThe State Departmen left the embassy with inadequate security.  There is evidence that they were runing inelligence operations out of that station that made them targets.Click to expand...There was a KNOWN CIA Anex that had already been there by definition of already being known.  So, right off the bat, your atempt to make some issue out of the CIA being in Libya (Oh, my!), and ""runing inelligence operations"" that ""made them targets,"" is proof positive that you don't take this mater seriously.  Your commens are nothing but a propaganda spewing session, but I'm going to go ahead and correct ever single misrepresened statemen you make, hereinafter.Where is your evidence and source documenation for this assertion?  Because, if you don't provide it, as I have provided direct links to .pdf copies of Departmen of State unclassified documenation that clearly tells you otherwise, then you will have done nothing here but Troll this thread with nonsequitur hemp.LowDown saidThe State Departmen denied three requests for more security from the Benghazi station.  They spen funds instead on Chevy Volts for other stations.Click to expand...You misrepresen the facts by not posting ALL of the facts related to NEA Jeffrey Feltman.  You have completely ignored the posts I have made on this subject, or you were not able to keep up with what was writen before you made this post.  Which is up for you to decide.LowDown saidWhen the atack started the State Departmen refused to send anyone in to help; they just let those people die.  They had gun ships standing by that could have gone inClick to expand...Repeating inaccurate reports about our military presence and capability in the region at the time of the atacks, while not recognizing the role of the United States Military on foreign soil, is a staggering acknowledgemen that you have a lot to learnThe United Military, is not a SWAT team.  Our military is not designed for instananeous rapid deploymen to hyper-tactical (small party) engagemens.  One of the key essenials to deploying our military can be described in one word: Planing.  You PLAN a military engagemen, you don't spit them out off the cuff, or as wild shot in the dark hoping for success.SecDef Paneta, already explained this to you when he said""You don't deploy forces ino harm's way without knowing what's on, without having some real time information about what's taking place,"" Paneta said.Click to expand...Knee jerk reactions involving the sponaneous deploymen of tactical military force as you suggest in your post, is the EXACT kind of wild cowboy scenario that could easily escalate a Thuggish Gang-like Assault, ino a major Regional War, where tens or hundreds of thousands of lives are lostIt is easy to sit back sipping on lemonade and pretending to be the Presiden, during the Arab Spring.  But, the fact of the mater is that this thing was OVER before it happened.  Whatever you atempted to deploy there would have encounered a compounded that had already been breached, atacked and where those involved had already been killed.  The additional time AFTER the atacks, involved the looting and pillaging - not the physical assaultLowDown saidThey then made up the fiction of the YouTube video to hide the fact that this was an Al Qaeda atack and they dearly waned to be able to sell the idea that Al Qaeda was finished for election purposes.Click to expand...You have to be living in an alternate Universe to even remotely believe 1% of what you just wrote.  Clearly, you have not read my previous post on this subject, and clearly you are only here to troll the Inernet and post a riptide of nonsense and gibberish.You are the only one on planet earth that is unaware of the existence of the video.  You are the only one on earth who did not know that the near 14 minute trailer of the video had been republished and refocused by the Egyptian media, which lead to the atack on the U.S. Embassy in Egypt, and you are the only one on earth who is unaware that the atack on the U.S. Embassy in Libya, came shortly after the atack in Egypt, where the video was obviously used as at least one of the precursors to the atacks.LowDown saidThey stuck to that fiction for 2 weeks, well after they knew that the truth was otherwise.Click to expand...The atack was under investigation during the time that you pretend the Presiden, was sticking to some story that you just plucked from thin air without a shred of evidence to support your claim.At least get your sources straight, so that you at least have a fighting chance of having your facts straightLowDown saidCorrection: It seems the order to the military to stand down and do nothing to help the Benghazi station came directly from the Presiden who was watching the whole thing develop in real time.Click to expand...Reported by the Fake Newz Network, which should be enough to tell you that you are being spun like a washing machine.  What does Faux Nuwz, fail to tell you1) What sources did Fake Newz have for issuing one of its patened, Pavlov Dogs ""Breaking Newz Alertz,"" that always seem to get Fooks Nuwz viewers so amazingly pumped with adrenaline rushing through their system and bucket loads of endorphins released to their brains?  Who are these ""sources?2) I know from personal experience that the Woman in that Fauks Newz video is giving a fake report.  How do I know this?  She slipped-up and said that the CIA called in ""Air SupportStop right there.  That is NOT how we conduct CAS operations.  We do NOT - I repeat - we do NOT make calls in the blind for ""Air Support.""  Period.  This Woman is lying through her teeth on national television and ALL former and curren Tactical Combat Pilots are shaking their heads in total bewildermen at what this Women just admited.Everything else she says after ""the called for air support,"" should be thrown directly ino the garbage can where it belongs.  WE DO NOT FUNCTION THAT WAY.  Period.  The CIA would KNOW beter than to ask for CAS in the blind in a civilian zone at night and IN THE DARK.  They would NEVER do such a thing.Fox Newz, should be sued for Libel, by the Administration.  That have a very good case against Fox News, and maybe that would put an end to their perpetual range of Right Wing propaganda and lies.CIA calling for CAS at NIGHT in a civilian zone in the blind with no plan for Inegration!  Are you nutz!",6,,,Cenrist
