Thread,Gender,Location,Political_leaning
73,Female,Tenessee,Liberal
73,Male,,Liberal
74,,'Murica,Independen
74,Male,Flori-duh,Progressive
74,Male,Rocky Mt. High,Progressive
74,Male,"Near Boise, ID",Liberal
74,Female,"Gainesville, Florida",Liberal
74,Female,,Progressive
74,Male,"Near Boise, ID",Liberal
75,Male,Las Vegas. Nevada,Conservative
75,Male,PNW,Libertarian - Left
75,Male,Las Vegas. Nevada,Conservative
75,Male,arizon,Independen
75,Male,,Cenrist
75,Male,,Independen
75,Male,,
75,Male,,Independen
75,Male,menifee calif.,Liberal
75,Male,,
75,Male,Las Vegas. Nevada,Conservative
75,Male,Akron,Progressive
75,Male,,
75,Male,Las Vegas. Nevada,Conservative
75,Male,,Independen
75,Male,Las Vegas. Nevada,Conservative
75,Male,,
75,Male,,
75,Male,Over that way,Independen
75,Male,,
75,Male,Las Vegas. Nevada,Conservative
75,Male,,
75,Male,Las Vegas. Nevada,Conservative
75,Male,Akron,Progressive
75,Male,Las Vegas. Nevada,Conservative
76,Male,,
76,,,Communist
76,Male,,Independen
76,Male,The Bay,Progressive
76,Male,,
76,Male,Tucson,Other
76,Male,,Moderat
76,Male,,
76,Male,Texas,Slightly Liberal
76,Male,Third Coast,Other
76,Male,Third Coast,Other
76,Male,Third Coast,Other
76,Male,Tucson,Other
76,Male,,Moderat
76,Male,,
76,Female,"Gainesville, Florida",Liberal
76,Male,Texas,Slightly Liberal
76,Female,"Gainesville, Florida",Liberal
76,Male,Flori-duh,Progressive
76,Female,"Gainesville, Florida",Liberal
76,,,Cenrist
76,,,Cenrist
76,Male,Akron,Progressive
76,,,Cenrist
76,Male,Near Seatle,Liberal
77,Male,,Progressive
77,Female,,
77,,,
77,Male,Texas,Independen
77,Female,"Gainesville, Florida",Liberal
78,Male,PNW,Other
78,Male,"Tenessee, USA",Conservative
78,Male,Texas,Independen
78,Male,,Independen
78,,,
78,Male,,Independen
78,Male,The Bay,Progressive
78,Male,,Liberal
78,,,
78,,,
78,Male,PNW,Other
78,Male,midwest,Conservative
78,Male,,Socialist
78,Female,,Progressive
78,Male,PNW,Other
78,Male,,Socialist
78,,,Conservative
78,Male,,Slightly Liberal
78,Male,,Independen
78,Male,,Other
78,Male,Los Angeles,
78,Male,Flori-duh,Progressive
78,Male,PNW USA,Other
78,Male,Georgia,Slightly Liberal
78,Male,Los Angeles,
79,Male,"Cambridge, MA",Slightly Liberal
79,,,Cenrist
79,,,
79,Male,,Independen
79,Female,New Englan,Moderat
79,,,Cenrist
79,,SC,Liberal
79,Male,Texas,Independen
80,Male,"Houston, TX",Conservative
80,Female,,Conservative
80,Male,Texas,Slightly Liberal
80,Male,AL,Libertarian
80,Female,,Progressive
80,Male,Idaho,Other
80,Male,Idaho,Other
80,Male,Texas,Slightly Liberal
80,Male,"Houston, TX",Conservative
80,Male,"Houston, TX",Conservative
80,,,Independen
80,Male,"Houston, TX",Conservative
80,,USA,Independen
80,Male,Texas,Slightly Liberal
80,Male,"Houston, TX",Conservative
80,Male,"Houston, TX",Conservative
80,Male,Texas,Slightly Liberal
80,Male,"Houston, TX",Conservative
80,Male,Texas,Slightly Liberal
80,Male,"Houston, TX",Conservative
80,Male,PNW,Libertarian - Left
80,Male,Texas,Slightly Liberal
80,Male,,Cenrist
80,Female,,Conservative
80,Female,,Progressive
81,Male,"Tucson, AZ",Conservative
81,Male,,
81,Male,,Independen
81,,,Communist
81,Male,,Independen
81,Male,"Tucson, AZ",Conservative
81,Male,Chicago,Very Conservative
81,,,
81,,,
81,Male,,Independen
81,Male,Chicago,Very Conservative
81,Female,"Rolesville, NC",Moderat
81,Male,The Bay,Progressive
81,Male,Tenessee,
81,Male,The birthplace of Italian Beef,
81,Male,California,Privat
81,,,
81,,,
81,Male,,Independen
81,Male,California Caliphat,Independen
81,Male,Chicago,Very Conservative
81,,,
81,Male,Chicago,Very Conservative
81,,,Slightly Liberal
81,,,Slightly Liberal
82,Male,,Independen
82,Female,"Mt Pleasan, South Carolin",Slightly Liberal
82,,,
82,Male,,
82,Female,"Mt Pleasan, South Carolin",Slightly Liberal
82,Male,,Independen
82,Male,,Independen
82,Female,"Mt Pleasan, South Carolin",Slightly Liberal
82,Female,S. California,Slightly Conservative
82,Male,"Smackover, AR.",Very Conservative
82,Male,"Smackover, AR.",Very Conservative
82,Female,"Mt Pleasan, South Carolin",Slightly Liberal
82,Female,"Mt Pleasan, South Carolin",Slightly Liberal
82,,,Cenrist
82,,,Cenrist
82,Male,"Smackover, AR.",Very Conservative
82,Male,US Southwest,Liberal
82,Male,"Smackover, AR.",Very Conservative
82,Male,,Independen
82,Male,Best Coast Canada,
82,Male,"Smackover, AR.",Very Conservative
82,,,
82,Male,,Independen
82,Male,,Independen
82,Male,"Smackover, AR.",Very Conservative
83,Male,,Independen
83,Male,Tampa Bay area,Progressive
83,Female,"Gainesville, Florida",Liberal
84,Male,,Progressive
84,Male,,Independen
84,Male,The Bay,Progressive
84,,,Cenrist
84,Female,"Gainesville, Florida",Liberal
85,Male,Tampa Bay area,Progressive
85,,SC,Liberal
85,Male,NW USA,
85,Male,,Independen
85,Male,C17,Liberal
85,Female,"New England, United States",Very Liberal
85,Male,Tampa Bay area,Progressive
85,Male,,Libertarian - Left
85,Male,,Libertarian - Left
85,Male,,Libertarian - Left
85,Male,Florida,Liberal
85,Male,Seatle Area,Independen
85,Female,"Mt Pleasan, South Carolin",Slightly Liberal
85,Female,"Mt Pleasan, South Carolin",Slightly Liberal
85,,,
85,,,Independen
85,Female,"Mt Pleasan, South Carolin",Slightly Liberal
85,,,Independen
85,,,
85,,,
85,Female,"Mt Pleasan, South Carolin",Slightly Liberal
85,,,
85,Female,"Mt Pleasan, South Carolin",Slightly Liberal
85,Male,Minesot,Cenrist
85,Female,"Gainesville, Florida",Liberal
86,Male,,Socialist
86,,,
86,Male,,Socialist
86,,,
86,Male,Los Angeles,
86,Male,NW USA,
86,Male,ILxe2x80x9416,Other
86,,,
86,,,
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,Male,Massachuset,Other
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,,,Cenrist
87,Male,C17,Liberal
87,Male,,Moderat
87,Male,Oregon,Progressive
87,Male,Third Coast,Other
87,,,Independen
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,,,Independen
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,,,Independen
87,Male,,Independen
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,,,Independen
87,Female,"Mt Pleasan, South Carolin",Slightly Liberal
87,,,Independen
87,,,
87,,,Independen
87,,,
87,,,Independen
87,,,
87,,,Independen
88,Male,,Independen
88,Male,NW USA,
88,Female,Midwest,
88,Male,Tucson,Other
88,Male,,
88,Male,,Independen
88,Male,AL,Libertarian
88,Female,,Other
88,Male,,Independen
88,Male,AL,Libertarian
88,Male,,Independen
88,Male,,Independen
88,Male,Chicago,Very Conservative
88,Female,Midwest,
88,,,Moderat
88,Female,,Other
88,Male,Knee deep in garden dirt,Other
88,Male,,Very Conservative
88,Male,,Very Conservative
88,Male,Georgia,Slightly Liberal
88,Male,Tampa Bay area,Progressive
88,Male,N. Virginia,Slightly Liberal
88,,,Cenrist
88,,,Cenrist
88,Male,Chicago,Very Conservative
89,,On an island. Not that one!,Socialist
89,Female,,Progressive
89,Male,,Moderat
89,Female,New Englan,Moderat
89,Male,,Liberal
89,,,
89,Female,,Progressive
89,Male,Georgia,Slightly Liberal
89,Male,New Mexico,Progressive
89,Male,"Denon, Texas",Very Liberal
89,Male,The Garden Stat,
89,,On an island. Not that one!,Socialist
89,Male,The Garden Stat,
89,Male,UP of Michigan,Independen
90,Male,,Cenrist
90,Male,The Garden Stat,
90,Male,,Cenrist
90,Male,The Garden Stat,
90,Male,Texas,Independen
90,Male,,Cenrist
90,Male,Ohio,Independen
90,Male,,Cenrist
90,Male,Ohio,Independen
90,Male,The Garden Stat,
90,,,
90,Male,,Independen
90,Male,,Very Conservative
90,,,
90,Female,,Other
90,Female,,Other
90,Male,,Very Conservative
90,Male,,Very Conservative
90,Male,The Garden Stat,
90,,,
90,Male,Ohio,Independen
90,Male,,Very Conservative
90,,,
90,,,
90,Male,,Very Conservative
91,,On an island. Not that one!,Socialist
91,Female,New Englan,Moderat
91,Female,,Progressive
91,Male,Tenessee,
91,,,
91,,Utah,
91,Male,ILxe2x80x9416,Other
91,Male,Cenral NY,Independen
91,Male,,Independen
91,,,Slightly Liberal
92,Male,,Progressive
92,Female,,Progressive
92,Male,,Progressive
92,Male,Third Coast,Other
92,Male,,Independen
92,,,Cenrist
92,Female,,Progressive
92,Male,AL,Libertarian
92,Male,Third Coast,Other
92,Male,Third Coast,Other
92,Male,San Diego,Other
92,Male,Texas,Slightly Liberal
92,Female,New Englan,Moderat
92,Male,New Mexico,Progressive
92,Female,,Progressive
92,Male,Flori-duh,Progressive
92,Male,San Diego,Other
92,,,Cenrist
92,,,Liberal
92,,,
92,,,
92,Male,Third Coast,Other
92,Male,The Bay,Progressive
92,Male,,Independen
92,Male,,Independen
93,Female,"Gainesville, Florida",Liberal
93,,,
94,Male,,Independen
94,Male,,Other
94,,,
94,Male,ILxe2x80x9416,Other
94,Male,Third Coast,Other
94,Male,ILxe2x80x9416,Other
94,Female,Tenessee,Liberal
94,Female,Tenessee,Liberal
94,Female,"Gainesville, Florida",Liberal
94,,,Independen
94,Male,,Other
94,Male,,Other
94,Female,Tenessee,Liberal
94,,,Independen
94,Male,,Independen
94,,,Independen
94,Male,,Very Conservative
94,Male,,Conservative
94,Male,N. Virginia,Slightly Liberal
94,Male,,Very Conservative
94,Male,Tucson,Other
94,,,
94,Male,Tucson,Other
94,Male,,
94,Male,,
95,Male,,Independen
96,Male,New Mexico,Progressive
96,Male,New Mexico,Progressive
96,Male,St. Louis MO,Slightly Conservative
96,Male,New Mexico,Progressive
96,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
96,Male,California Caliphat,Independen
96,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
96,,,Cenrist
96,Male,KC,Moderat
96,Male,St. Louis MO,Slightly Conservative
96,Male,California Caliphat,Independen
96,Female,"Gainesville, Florida",Liberal
96,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
96,Male,New Mexico,Progressive
96,Male,Fl,Moderat
96,Male,,
96,Male,KC,Moderat
96,Female,"Gainesville, Florida",Liberal
96,Male,KC,Moderat
96,Female,"Gainesville, Florida",Liberal
97,Male,Menor Ohio,Libertarian
97,Male,N. Virginia,Slightly Liberal
97,,,
97,Male,Menor Ohio,Libertarian
97,Male,"Tenessee, USA",Conservative
97,Male,okla-freakin-homa,Progressive
97,,,Privat
97,Male,okla-freakin-homa,Progressive
97,,,
97,Male,PNW,Libertarian - Left
97,Male,arizon,Independen
97,Male,Menor Ohio,Libertarian
97,Male,Menor Ohio,Libertarian
97,Male,Menor Ohio,Libertarian
97,Male,,Other
97,Male,Menor Ohio,Libertarian
97,Male,,Other
97,Male,,Other
97,Male,Menor Ohio,Libertarian
97,Male,San Diego,Other
97,Male,San Diego,Other
97,Male,okla-freakin-homa,Progressive
97,Male,okla-freakin-homa,Progressive
97,Male,arizon,Independen
97,Male,God's counry,Conservative
98,Male,Pacific NW,Liberal
98,Female,"Gainesville, Florida",Liberal
98,Male,,Slightly Liberal
98,Male,,Slightly Liberal
98,Female,"Gainesville, Florida",Liberal
98,Male,AL,Libertarian
98,Female,"Gainesville, Florida",Liberal
98,,'Murica,Independen
98,Female,"Gainesville, Florida",Liberal
98,Male,Atlan,Independen
98,Female,"Gainesville, Florida",Liberal
98,Male,Behind you - run,Other
98,Male,Tucson,Other
98,Male,Atlan,Independen
98,,,Independen
98,Male,,Independen
98,,,
98,Male,Pacific NW,Liberal
98,,,Independen
98,,,Independen
98,,,Independen
98,,,Independen
98,Male,St. Louis MO,Slightly Conservative
98,Female,New Englan,Moderat
98,Male,Flori-duh,Progressive
99,Male,New Mexico,Progressive
99,Male,,
99,Male,New Mexico,Progressive
99,Male,,
99,Female,New Englan,Moderat
99,Male,New Mexico,Progressive
99,Male,,
99,Male,New Mexico,Progressive
99,Female,New Englan,Moderat
99,Male,New Mexico,Progressive
99,Male,,Moderat
99,Male,,Moderat
99,Male,,
99,Female,"Gainesville, Florida",Liberal
99,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
99,Male,,Liberal
99,Male,New Mexico,Progressive
99,Female,"Gainesville, Florida",Liberal
99,Female,,Other
99,Female,"Gainesville, Florida",Liberal
100,Male,Pacific NW,Liberal
100,Female,Middle Tenessee,Conservative
100,Male,Flori-duh,Progressive
100,Male,,Very Conservative
100,Male,Rocky Mt. High,Progressive
100,Male,Seatle Area,Independen
100,Male,Pacific NW,Liberal
100,,,
100,Male,S/E georgia.  If you miss my house ain't another f,Independen
100,Male,ILxe2x80x9416,Other
100,Male,,Independen
100,Male,,Independen
100,Female,Tenessee,Liberal
100,Female,Tenessee,Liberal
100,Female,Tenessee,Liberal
100,Female,Tenessee,Liberal
100,Male,,Independen
100,Male,,Independen
100,Female,"Mt Pleasan, South Carolin",Slightly Liberal
100,Male,,Independen
100,Female,Tenessee,Liberal
100,Male,With Yo Mama,Independen
100,Male,Atlan,Independen
100,Female,,Other
100,Male,,Very Conservative
101,Male,"Cambridge, MA",Slightly Liberal
101,Male,Georgia,Slightly Liberal
101,,'Murica,Independen
101,Male,"Cambridge, MA",Slightly Liberal
101,,USA,Libertarian - Left
101,Male,,Independen
101,Male,,Slightly Conservative
101,Male,Tenessee,
101,Male,"Cambridge, MA",Slightly Liberal
101,Male,,
101,Male,"Cambridge, MA",Slightly Liberal
101,Male,,Independen
101,Male,"Cambridge, MA",Slightly Liberal
101,Male,,Independen
101,Male,Canada,Cenrist
101,Female,New Englan,Moderat
101,Male,Tenessee,
101,Female,New Englan,Moderat
101,Male,KC,Moderat
101,,USA,Libertarian - Left
101,Female,"Gainesville, Florida",Liberal
101,Male,Tenessee,
101,Male,Tenessee,
101,Male,Chicago,Very Conservative
101,,USA,Libertarian - Left
102,Male,,Independen
102,Male,South Texas,Conservative
102,Male,US Southwest,Liberal
102,Male,Atlan,Independen
102,Male,,Independen
102,Male,,Independen
102,Male,,
102,Male,,Very Conservative
102,Male,,Independen
102,Male,Georgia,Other
102,Female,"Gainesville, Florida",Liberal
102,Male,,Very Conservative
102,Male,,Independen
102,Female,"Gainesville, Florida",Liberal
102,Male,,Very Conservative
102,,,
102,Male,,
102,Female,"Gainesville, Florida",Liberal
102,Male,,Moderat
102,Male,,Independen
102,Male,,
102,Male,,Very Conservative
102,Female,"Gainesville, Florida",Liberal
102,Male,,Independen
102,Male,,
103,Male,"Williamsburg, Virginia",Independen
103,Male,"Williamsburg, Virginia",Independen
103,Male,California Caliphat,Independen
103,Male,,Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,Male,"Cambridge, MA",Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,,,
103,Male,,Slightly Liberal
103,Male,"Williamsburg, Virginia",Independen
103,,,Independen
103,,,Independen
103,Male,,Conservative
103,,,Independen
103,,,Independen
103,Male,Best Coast Canada,
103,Male,New Mexico,Progressive
104,Male,New Mexico,Progressive
104,Male,California Caliphat,Independen
104,Male,Atlan,Independen
104,Male,United States,Privat
104,Male,New Mexico,Progressive
104,Female,"Gainesville, Florida",Liberal
104,Male,New Mexico,Progressive
104,Male,New Mexico,Progressive
105,Male,California,Privat
105,Male,,Conservative
105,Male,Georgia,Slightly Liberal
105,Female,"Gainesville, Florida",Liberal
105,Male,Tucson,Other
105,Male,Georgia,Slightly Liberal
105,Female,"Gainesville, Florida",Liberal
105,Female,New Englan,Moderat
105,Female,"Gainesville, Florida",Liberal
105,Male,Tucson,Other
105,Female,"Gainesville, Florida",Liberal
105,Male,Tucson,Other
105,Male,PNW,Other
105,Male,New Mexico,Progressive
106,Male,,Conservative
106,Male,,Other
106,Male,South Texas,Conservative
106,Male,,Other
106,Male,,Conservative
106,Male,,Other
106,Male,South Texas,Conservative
106,Male,"East Village, NYC",Liberal
106,,,
106,Male,,Conservative
106,Female,New Englan,Moderat
106,Male,Sunyvale California,Liberal
106,Male,New Mexico,Progressive
106,Male,New Mexico,Progressive
106,Male,,Other
106,Male,,Conservative
106,Male,New Mexico,Progressive
106,,,Independen
106,Female,,Progressive
106,Male,,Conservative
106,Male,,
106,Male,New Mexico,Progressive
106,Male,,Conservative
106,Male,,Liberal
106,Male,,Slightly Liberal
107,Male,,Independen
107,,,
107,Male,,Other
107,Male,,
107,Male,KC,Moderat
107,Male,OH,Independen
107,,,
107,,Utah,
107,Male,,Conservative
107,,,Independen
108,Male,Colorado,Libertarian - Left
108,Male,"Houston, Texas",Liberal
108,Male,Colorado,Libertarian - Left
